Major VMRS;Intermediate VMRS;Minor VMRS;Description;Miscellaneous;Job Hours 1;Job Hours 2;Job Hours 3;Job Hours 4;Job Hours 5;Job Hours 6;Job Hours 7;Warranty Flag;Scheduled Flag;Condition Prompt;Delete VMRS
16;42;0;SLIDER - AIR RIDE SUSPENSION;SUSPENSION;1;1.5;2;1;1;.7;.5;Y;;;
16;43;0;LOCKING DEVICE - RIDE HEIGHT;SUSPENSION;1;1.5;2;1;1;.7;.5;Y;;;
16;999;0;SUSPENSION INSPECT DIAGNOSE;SUSPENSION;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
17;0;0;TIRES, TUBES, LINERS & VALVES;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;1;0;TIRE, ADD AIR;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;2;0;TIRE DEPTH;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;3;0;TIRE DISMOUNT/MOUNT FRONT;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;4;0;TIRE DISMOUNT/MOUNT REAR;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;5;0;ROTATE TIRES;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;6;0;TIRE - PLUG;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;7;0;TIRE - PATCH TUBE;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;8;0;BALANCE TIRES;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;9;0;TIRE PATCH/REPAIR;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;10;0;TIRE - PNEUMATIC;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;11;0;TIRE - RECAP;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;12;0;TIRE SPARE;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;13;0;TIRE - SEMI-PNEUMATIC;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;14;0;INNER TUBE - PNEUMATIC TIRE;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;15;0;TIRE - SOLID;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;16;0;LINER (FLAP) -  PNEUMATIC TIRE;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;17;0;VALVE STEM;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;18;0;VALVE CORE;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;19;0;VALVE CAP;TIRES;1;1.5;2;1;1;.7;.5;N;;;
17;20;0;AIR BALANCE VALVE - DUAL TIRES;TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;21;0;HOSE ASSEMBLY - AIR BALANCE, DUAL TIRES;TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;22;0;TIRES - PRESSURE PROTECTION VALVE;TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;23;0;OPERATOR CONTROL PANEL (OCP);TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;24;0;PNEUMATIC CONTROL UNIT (PCU);TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;25;0;SENSOR - SPEED ;TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;26;0;TIRE PRESSURE MONITORING SYSTEM, ECU;TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;27;0;TIRE PRESS MONITORING SYS WHEEL MODULE;TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;28;0;TIRE PRESS MONITORING SYSTEM TRAILER ECU;TIRES;1;1.5;2;1;1;.7;.5;Y;;;
17;999;0;TIRES,TUBES,LINERS INSPECT DIAGNOSE;TIRES;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
18;0;0;WHEELS, RIMS, HUBS & BEARINGS;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;1;0;HUB, ADD OIL;WHEELS;1;1.5;2;1;1;.7;.5;N;;;
18;2;0;BALANCE WHEEL ON VEHICLE;WHEELS;1;1.5;2;1;1;.7;.5;N;;;
18;3;0;BALANCE WHEEL OFF VEHICLE;WHEELS;1;1.5;2;1;1;.7;.5;N;;;
18;4;0;AXLE HUBS & BEARINGS, FRONT;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;5;0;BEARING & RACE DRIVE AXLE;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;6;0;BEARING & RACE FRONT WHEEL;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;7;0;DUST CAP - DRIVE WHEEL;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;8;0;DUST CAP - FRONT WHEEL;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;9;0;HUB - DRIVE AXLE;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;10;0;HUB - FRONT AXLE;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;11;0;SEAL - DRIVE WHEEL;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;12;0;SEAL - FRONT WHEEL;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;13;0;WHEEL;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;14;0;WHEEL STUD;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;15;0;HUBS & BEARINGS, TRLR TAG & PUSHER AXLE;WHEELS;1;1.5;2;1;1;.7;.5;Y;;;
18;999;0;WHEELS,RIMS,HUBS,BEARING INSP DIAGNOSE;WHEELS;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
19;0;0;AUTOMATIC/MANUAL CHASSIS LUBRICATOR;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;1;0;BLOCK ASSY-GREASE DIST.-AUTO LUB;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;2;0;AUTO LUBE CONTROLLER;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;3;0;AUTO LUBE GREASE PUMP;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;4;0;AUTO LUBE HOSE, TUBING, CONNECTORS;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;5;0;AUTO LUBE RESERVOIR & LINES;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;6;0;AUTO LUBE SOLENOID & WIRING;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;7;0;AUTO LUBE TIMER;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;8;0;AUTO LUBE TIMER BODY;CHASS LUBE;1;1.5;2;1;1;.7;.5;Y;;;
19;999;0;AUTOMATIC CHAS. LUB INSPECT DIAGNOSE;CHASS LUBE;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
20;0;0;DRIVE TRAIN GROUP;DRIVE TRAIN;1;1.5;2;1;1;.7;.5;Y;;;
21;0;0;AXLES - DRIVEN, FRONT STEERING;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;1;0;AXLE DRIV, FRONT ADD FLUID;AXLE FRT;1;1.5;2;1;1;.7;.5;N;;;
21;2;0;AXLE ASSEMBLY, DRIVEN - FRONT STEERING;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;3;0;CARRIER ASSEMBLY - FRONT AXLE DRIVEN;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;4;0;AXLE FRONT HOUSING STEER;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;5;0;AXLE DRIVEN FRONT PINION BEARING;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;6;0;AXLE DRIVEN FRONT PINION SEAL;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;7;0;AXLE DRIV FRT, PINION GEAR SHAFT, DIFF;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;8;0;AXLE DRIV FRT, GEAR - SIDE, DIFFERENTIAL;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;9;0;AXLE DRIV FRT, SHAFT - INNER AXLE, RIGHT;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;10;0;AXLE DRIV FRT, SHAFT - INNER AXLE, LEFT;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;11;0;AXLE DRIV FRT, SHAFT - OUTER AXLE, RIGHT;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;12;0;AXLE DRIV FRT, SHAFT - OUTER AXLE, LEFT;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;13;0;AXLE DRIV FRT, SEAL;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;14;0;AXLE FRONT BEARING STEER;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;15;0;AXLE FRONT GASKET STEER;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;16;0;AXLE DRIV FRT, KNUCKLE - STEERING;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;17;0;AXLE DRIV FRT, BEARING-STEERING KNUCKLE;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;18;0;AXLE DRIV FRT, HOUSING-STEERING KNUCKLE;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;19;0;AXLE DRIV FRT, TRANSAXLE ASSEMBLY;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;20;0;AXLE DRIV FRT, PORTAL ASSEMBLY;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;21;0;AXLE DRIV FRT, GEAR - RING, PRIMARY;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;22;0;AXLE DRIV FRT, ELECTRIC SHIFT CONTROL;AXLE FRT;1;1.5;2;1;1;.7;.5;Y;;;
21;999;0;AXLE DRVN FRNT STEER INSPECT DIAGNOSE;AXLE FRT;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
22;0;0;AXLES - DRIVEN, REAR;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;1;0;AXLE DRIV REAR ADD FLUID;AXLE RR;1;1.5;2;1;1;.7;.5;N;;;
22;2;0;AXLE DRIV REAR CHANGE FLUID;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;3;0;AXLE DRIV REAR ELECTRIC SHIFT ASSY;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;4;0;AXLE DRIV REAR HOUSING;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;5;0;AXLE REAR DIFFERENTIAL OVERHAUL;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;6;0;AXLE DRIV REAR, DRAIN PLUG;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;7;0;AXLE DRIV REAR, OIL FILTER;AXLE RR;1;1.5;2;1;1;.7;.5;N;;;
22;8;0;AXLE REAR, RING GEAR & PINION;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;9;0;AXLE REAR, PINION;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;10;0;AXLE REAR PINION SEAL;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;11;0;AXLE REAR PINION DEPTH ADJUST;AXLE RR;1;1.5;2;1;1;.7;.5;N;;;
22;12;0;REAR DIFFERENTIAL THRUST ADJ;AXLE RR;1;1.5;2;1;1;.7;.5;N;;;
22;13;0;AXLE REAR, STUD - AXLE TO WHEEL;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;14;0;AXLE DRIV REAR, SEAL;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;15;0;AXLE REAR, DIFFERENTIAL CARRIER;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;16;0;AXLE REAR, DIFFERENTIAL GASKET;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;17;0;POWER DIVIDER & INTER-AXLE REAR DIFF;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;18;0;AXLE REAR, CONTROLS - AIR OR VACUUM;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;19;0;AXLE REAR, CONTROLS - ELECTRIC SHIFT;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;20;0;AXLE REAR FORK & SHAFT;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;21;0;AXLE DRIV REAR, PORTAL ASSEMBLY;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;22;0;AXLE TO AXLE ALIGNMENT RR;AXLE RR;1;1.5;2;1;1;.7;.5;Y;;;
22;999;0;AXLE DRVN REAR INSPECT DIAGNOSE;AXLE RR;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
23;0;0;CLUTCH SYSTEM;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;1;0;CLUTCH MASTER CYLINDER ADD FLUID;CLUTCH;1;1.5;2;1;1;.7;.5;N;;;
23;2;0;CONTROL ASSEMBLY - MECHANICAL, CLUTCH;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;3;0;CLUTCH INTERNAL ADJUST;CLUTCH;1;1.5;2;1;1;.7;.5;N;;;
23;4;0;CLUTCH EXTERNAL ADJUST;CLUTCH;1;1.5;2;1;1;.7;.5;N;;;
23;5;0;CLUTCH MASTER CYLINDER, ADJUST;CLUTCH;1;1.5;2;1;1;.7;.5;N;;;
23;6;0;CLUTCH SLAVE CYLINDER ADJUST;CLUTCH;1;1.5;2;1;1;.7;.5;N;;;
23;7;0;CLUTCH BLEED HYD SYSTEM;CLUTCH;1;1.5;2;1;1;.7;.5;N;;;
23;8;0;CLUTCH TEST;CLUTCH;1;1.5;2;1;1;.7;.5;N;;;
23;9;0;CLUTCH MASTER CYLINDER;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;10;0;CLUTCH SLAVE CYLINDER;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;11;0;CLUTCH, LINE, SLAVE CYL TO MSTR CYL;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;12;0;CLUTCH PEDAL;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;13;0;CLUTCH PEDAL - PAD;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;14;0;CLUTCH PEDAL, RETURN SPRING ;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;15;0;CLUTCH PEDAL TO INTERMEDIATE LEVER, ROD;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;16;0;CLUTCH CABLE;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;17;0;CLUTCH LINKAGE;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;18;0;AIR CYLINDER CLUTCH;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;19;0;CLUTCH RELEASE FORK, COUNTERSHAFT ROD;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;20;0;CLUTCH RELEASE FORK;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;21;0;CLUTCH RELEASE FORK TENSION SPRING;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;22;0;CLUTCH CROSS SHAFT & BEARING;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;23;0;CLUTCH RELEASE BEARING;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;24;0;CLUTCH PILOT BEARING/BUSHING;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;25;0;CLUTCH FOOT CONTROL ASSEMBLY - PNEUMATIC;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;26;0;CLUTCH ;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;27;0;CLUTCH PRESSURE PLATE;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;28;0;CLUTCH ASSY SINGLE PLATE;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;29;0;CLUTCH ASSY MULTI PLATE;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;30;0;CLUTCH OUTPUT SHAFT - DIVORCED TRANS;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;31;0;CLUTCH CNTRL ASSY - ELECTRIC AUTO SHIFT;CLUTCH;1;1.5;2;1;1;.7;.5;Y;;;
23;999;0;CLUTCH INSPECT DIAGNOSE;CLUTCH;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
24;0;0;DRIVE SHAFTS;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;1;0;DRIVE SHAFT - FRONT DRIVING AXLE;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;2;0;DRIVE SHAFT, BEHIND MAIN TRANSMISSION;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;3;0;DRIVE SHAFT - FRONT;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;4;0;DRIVE SHAFT W/SLIP & STUB YOKES - REAR;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;5;0;DRV SHFT W/SLIP & STUB YOKES, INTER-AXLE;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;6;0;DRV SHFT W/SLIP & STUB YOKES - INTERMED;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;7;0;DRIVE SHAFT BEARING ASSEMBLY;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;8;0;DRIVE SHAFT HANGER ASSY, BEARING SUPPORT;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;9;0;U-JOINT - DRIVE SHAFT;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;10;0;U-JOINT - DRIVE SHAFT FRONT;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;11;0;U-JOINT - DRIVE SHAFT REAR;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;12;0;YOKE - PINION END;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;13;0;YOKE - DRIVE SHAFT END;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;14;0;YOKE - UNIVERSAL JOINT SLEEVE;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;15;0;YOKE - SLIP;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;16;0;YOKE - CENTER DOUBLE;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;17;0;DRIVE SHAFT DAMPER;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;18;0;DRIVE SHAFT RETARDER;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;19;0;CHAIN DRIVE;DRIVE SHAFT;1;1.5;2;1;1;.7;.5;Y;;;
24;999;0;DRIVE SHAFT(S) INSPECT DIAGNOSE;DRIVE SHAFT;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
25;0;0;TRANSFER CASE;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;1;0;TRANSFER CASE ASSEMBLY;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;2;0;TRANSFER CASE ADD OIL;TRNSFR CASE;1;1.5;2;1;1;.7;.5;N;;;
25;3;0;TRANSFER CASE SEAL;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;4;0;TRANSFER CASE INPUT SHAFT;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;5;0;TRANSFER CASE OUTPUT SHAFT;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;6;0;TRANSFER CASE INTERMEDIATE SHAFT\;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;7;0;TRANSFER CASE SEALS/GASKETT;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;8;0;TRANSFER CASE SKID PLATE;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;9;0;TRANSFER CASE ACCUMULATOR;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;10;0;ANNULUS - PLANETARY GEAR CARRIER;TRNSFR CASE;1;1.5;2;1;1;.7;.5;Y;;;
25;999;0;TRANSFER CASE INSPECT DIAGNOSE;TRNSFR CASE;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
26;0;0;TRANSMISSION - MANUAL;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;1;0;MANUAL TRANS ADD FLUID;TRANS MAN;1;1.5;2;1;1;.7;.5;N;;;
26;2;0;MANUAL TRANSMISSION TEST;TRANS MAN;1;1.5;2;1;1;.7;.5;N;;;
26;3;0;MANUAL TRANSMISSION REBUILD;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;4;0;MANUAL TRANSMISSION CASE;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;5;0;HOUSING - EXTENSION (FOR TRANSFER CASE);TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;6;0;MANUAL TRANS CLUTCH HOUSING;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;7;0;MANUAL TRANSMISSION ASSEMBLY;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;8;0;MANUAL TRANS SEAL FRONT;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;9;0;MANUAL TRANS SEAL REAR;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;10;0;MANUAL TRAN COUNTERSHAFT GEARS, BEARINGS;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;11;0;MANUAL TRANS, BEARING ASSY, COUNTER GEAR;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;12;0;MANUAL TRANSMISSION, MAIN BEARING ASSY;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;13;0;MANUAL TRANSMISSION MAINDRIVE GEAR;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;14;0;MANUAL TRANSMISSION, INPUT SHAFT;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;15;0;MANUAL TRANSMISSION, OUTPUT SHAFT;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;16;0;MANUAL TRANSMISSION, SHIFT COVER;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;17;0;MANUAL TRANSMISSION SHIFT LINKAGE;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;18;0;MANUAL TRANSMISSION SHIFT LEVER;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;19;0;MANUAL TRANS SHIFT LEVER BOOT;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;20;0;FORK, SHIFTER - FORWARD & REVERSE;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;21;0;TRANSMISSION EXTERNAL CONTROL;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;22;0;MANUAL TRANSMISSION OIL PUMP;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;23;0;MANUAL TRANS INTERNAL OIL PUMP GEAR;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;24;0;MANUAL TRANSMISSION OIL COOLER;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;25;0;MANUAL TRANSMISSION OIL COOLER HOSE;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;26;0;MANUAL TRANSMISSION OIL HEATER;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;27;0;MANUAL TRANS SPEEDO GEAR DRIVE;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;28;0;MANUAL TRANSMISSION ELECTRONIC CONTROLS;TRANS MAN;1;1.5;2;1;1;.7;.5;Y;;;
26;999;0;TRANSMISSION MANUAL INSPECT DIAGNOSE;TRANS MAN;0,5;0,5;0,5;0,5;0,5;0,5;0,5;N;;;
27;1;0;AUTOMATIC TRANSMISSION, ADD FLUID;TRANS AUTO;1;1.5;2;1;1;.7;.5;N;;;
27;0;0;TRANSMISSION - AUTOMATIC;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;2;0;AUTOMATIC TRANSMISSION ASSEMBLY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;3;0;AUTOMATIC TRANSMISSION DIPSTICK;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;4;0;AUTOMATIC TRANSMISSION DIPSTICK TUBE ;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;5;0;AUTOMATIC TRANS PTO COVER & GASKET;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;6;0;AUTOMATIC TRANSMISSION OVERHAUL ;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;7;0;AUTO TRANS, TURBIN SPEED SENSOR;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;8;0;AUTO TRANS, SCAVENGE PUMP;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;9;0;AUTOMATIC TRANSMISSION CONVERTER;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;10;0;AUTOMATIC TRANS, CONVERTER PUMP;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;11;0;AUTO TRANS, MAIN SHAFT SEAL;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;12;0;AUTO TRANS, CONVERTER SEAL;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;13;0;AUTO TRANS, STATOR ASSEMBLY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;14;0;AUTO TRANS, ACCUMULATOR;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;15;0;AUTO TRANS DIRECT DRIVE CLUTCH ASSY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;16;0;REVERSE CLUTCH ASSEMBLY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;17;0;AUTOMATIC TRANSMISSION, SPLITTER ASSY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;18;0;AUTO TRANS, PLANET CARRIER;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;19;0;HOUSING CONVERTER (BELL HOUSING);TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;20;0;PTO GEAR;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;21;0;PLANET CARRIER &/OR OUTPUT SHAFT ASSY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;22;0;CARRIER ASSEMBLY -  REAR OR LOW, OUTPUT;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;23;0;SUN GEAR & SHAFT ASSEMBLY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;24;0;REVERSE RANGE ASSEMBLY;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;25;0;BANDS;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;26;0;SERVO ASSEMBLY REAR;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;27;0;SERVO ASSEMBLY LOW;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;28;0;SERVO ASSEMBLY (2ND GEAR OVERRUN) FRT;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
27;29;0;VALVE BODY ASSEMBLY - MAIN CONTROL;TRANS AUTO;1;1.5;2;1;1;.7;.5;Y;;;
